"","Item_Identifier","Item_Weight","Item_Fat_Content","Item_Visibility","Item_Type","Item_MRP","Outlet_Identifier","Outlet_Establishment_Year","Outlet_Size","Outlet_Location_Type","Outlet_Type","Item_Outlet_Sales"
"8152","FDU35",6.44,"Low Fat",0,"Breads",98.27,"OUT046",1997,"Small","Tier 1","Supermarket Type1",2396.88
"8156","FDS28",8.18,"Regular",0.082386011,"Frozen Foods",56.6588,"OUT035",2004,"Small","Tier 2","Supermarket Type1",687.1056
"8160","FDC15",18.1,"Low Fat",0.178694026,"Dairy",158.9288,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",1571.288
"8162","FDY39",5.305,"Regular",0.04710181,"Meat",181.8608,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",4594.02
"8163","FDH33",12.85,"Low Fat",0.121914662,"Snack Foods",43.5428,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",615.1992
"8168","DRQ35",9.3,"Low Fat",0.042357203,"Hard Drinks",123.2388,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",1857.582
"8169","FDV38",19.25,"Low Fat",0.101932076,"Dairy",54.5956,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",764.3384
"8170","FDJ60",19.35,"Regular",0.062476391,"Baking Goods",164.5184,"OUT013",1987,"High","Tier 3","Supermarket Type1",1651.184
"8172","FDR08",18.7,"Low Fat",0.037681448,"Fruits and Vegetables",111.0886,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",222.3772
"8173","FDZ55",6.055,"Low Fat",0.025408702,"Fruits and Vegetables",160.892,"OUT046",1997,"Small","Tier 1","Supermarket Type1",2396.88
"8177","FDK08",9.195,"Regular",0.122304725,"Fruits and Vegetables",99.2016,"OUT046",1997,"Small","Tier 1","Supermarket Type1",809.6128
"8178","NCE42",21.1,"Low Fat",0.010600287,"Household",233.9958,"OUT035",2004,"Small","Tier 2","Supermarket Type1",1869.5664
"8180","NCN17",11,"Low Fat",0.055162827,"Health and Hygiene",100.3358,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",904.8222
"8183","DRF27",8.93,"Low Fat",0.028533032,"Dairy",151.434,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",1225.072
"8184","NCF07",9,"Low Fat",0.032072321,"Household",102.2016,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",1416.8224
"8185","FDF40",20.25,"Regular",0.022507877,"Dairy",248.1092,"OUT035",2004,"Small","Tier 2","Supermarket Type1",4731.1748
"8186","FDO28",5.765,"Low Fat",0.072410764,"Frozen Foods",122.5098,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",1084.5882
"8187","FDB23",19.2,"Regular",0.005611367,"Starchy Foods",226.2062,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",1579.9434
"8188","FDV48",9.195,"Regular",0.051697108,"Baking Goods",79.2644,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",864.2084
"8189","FDM45",8.655,"Regular",0.08819473,"Snack Foods",119.6756,"OUT046",1997,"Small","Tier 1","Supermarket Type1",2423.512
"8192","FDY35",17.6,"Regular",0.0160526,"Breads",43.9402,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",1286.3256
"8194","FDZ10",17.85,"Low Fat",0.04453262,"Snack Foods",127.202,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",2656.542
"8196","DRA24",19.35,"Regular",0.039895009,"Soft Drinks",162.4868,"OUT013",1987,"High","Tier 3","Supermarket Type1",4422.2436
"8198","FDO10",13.65,"Regular",0.012749289,"Snack Foods",58.8588,"OUT035",2004,"Small","Tier 2","Supermarket Type1",973.3996
"8200","FDR34",17,"Regular",0.016030344,"Snack Foods",228.0352,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",2748.4224
"8203","FDC09",15.5,"Regular",0.026342897,"Fruits and Vegetables",104.1332,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",1230.3984
"8204","FDJ52",7.145,"Low Fat",0.017783501,"Frozen Foods",159.4578,"OUT035",2004,"Small","Tier 2","Supermarket Type1",3209.156
"8211","FDI50",8.42,"Regular",0.030968306,"Canned",227.8352,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",3435.528
"8212","FDZ15",13.1,"Low Fat",0,"Dairy",117.8782,"OUT035",2004,"Small","Tier 2","Supermarket Type1",2741.0986
"8215","NCT05",10.895,"Low Fat",0.021037197,"Health and Hygiene",255.9672,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",4857.6768
"8217","NCV17",18.85,"Low Fat",0.016107549,"Health and Hygiene",129.7626,"OUT046",1997,"Small","Tier 1","Supermarket Type1",3016.7398
"8218","FDE34",9.195,"Low Fat",0.108330902,"Snack Foods",183.6634,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",2726.451
"8221","FDS46",17.6,"Regular",0.047330801,"Snack Foods",120.8782,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",2621.9204
"8222","NCO42",21.25,"Low Fat",0.024756031,"Household",146.7102,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",1603.9122
"8223","FDL13",13.85,"Regular",0.056406129,"Breakfast",231.43,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",3029.39
"8226","DRI47",14.7,"Low Fat",0.021005399,"Hard Drinks",144.5128,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",2588.6304
"8228","FDA13",15.85,"Low Fat",0.07867708,"Canned",37.8506,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",341.5554
"8229","FDE46",18.6,"Low Fat",0.015769693,"Snack Foods",152.1366,"OUT046",1997,"Small","Tier 1","Supermarket Type1",1813.6392
"8233","FDV01",19.2,"Regular",0.085082648,"Canned",153.5314,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",2171.8396
"8234","FDU24",6.78,"Regular",0.140163038,"Baking Goods",94.212,"OUT046",1997,"Small","Tier 1","Supermarket Type1",1025.332
"8235","FDO51",6.785,"Regular",0.042153502,"Meat",44.0112,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",340.8896
"8239","NCG06",16.35,"Low Fat",0.029420857,"Household",256.9646,"OUT013",1987,"High","Tier 3","Supermarket Type1",4637.9628
"8241","FDQ47",7.155,"Regular",0.168154574,"Breads",33.7874,"OUT035",2004,"Small","Tier 2","Supermarket Type1",882.185
"8244","FDE34",9.195,"Low Fat",0.107870997,"Snack Foods",181.2634,"OUT035",2004,"Small","Tier 2","Supermarket Type1",2362.9242
"8245","NCM05",6.825,"Low Fat",0.059940022,"Health and Hygiene",262.4226,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",3964.839
"8246","FDU55",16.2,"Low Fat",0.035967107,"Fruits and Vegetables",260.3278,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",7549.5062
"8247","FDS60",20.85,"Low Fat",0.032442388,"Baking Goods",178.366,"OUT035",2004,"Small","Tier 2","Supermarket Type1",4673.916
"8248","FDZ32",7.785,"Regular",0,"Fruits and Vegetables",106.4964,"OUT013",1987,"High","Tier 3","Supermarket Type1",1577.946
"8253","FDY34",10.5,"Regular",0.010998932,"Snack Foods",164.3842,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",1823.6262
"8254","DRG23",8.88,"Low Fat",0,"Hard Drinks",154.0682,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",2896.8958
"8255","FDD04",16,"Low Fat",0.08989642,"Dairy",143.4154,"OUT013",1987,"High","Tier 3","Supermarket Type1",1985.4156
"8257","FDM09",11.15,"Regular",0.086281593,"Snack Foods",170.579,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",1358.232
"8258","FDA52",16.2,"Regular",0.128315409,"Frozen Foods",178.137,"OUT013",1987,"High","Tier 3","Supermarket Type1",3881.614
"8259","NCV41",14.35,"Low Fat",0.017108186,"Health and Hygiene",110.3228,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",552.614
"8260","FDB20",7.72,"Low Fat",0.051970838,"Fruits and Vegetables",79.7986,"OUT035",2004,"Small","Tier 2","Supermarket Type1",2336.958
"8263","FDA28",16.1,"Regular",0.047792845,"Frozen Foods",126.1362,"OUT035",2004,"Small","Tier 2","Supermarket Type1",3271.7412
"8265","NCS54",13.6,"Low Fat",0.009991273,"Household",175.537,"OUT035",2004,"Small","Tier 2","Supermarket Type1",3705.177
"8267","FDR14",11.65,"Low Fat",0.173904193,"Dairy",52.3298,"OUT013",1987,"High","Tier 3","Supermarket Type1",269.649
"8268","FDS58",9.285,"Regular",0.021039273,"Snack Foods",160.0578,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",2567.3248
"8269","FDU08",10.3,"Low Fat",0.027426689,"Fruits and Vegetables",97.3042,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",694.4294
"8271","FDU40",20.85,"Low Fat",0.037556341,"Frozen Foods",195.3478,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",1937.478
"8276","NCN30",16.35,"Low Fat",0.016989991,"Household",98.541,"OUT035",2004,"Small","Tier 2","Supermarket Type1",772.328
"8277","DRH13",8.575,"Low Fat",0.023885957,"Soft Drinks",106.628,"OUT046",1997,"Small","Tier 1","Supermarket Type1",958.752
"8279","FDT52",9.695,"Regular",0.047429578,"Frozen Foods",245.8144,"OUT046",1997,"Small","Tier 1","Supermarket Type1",3430.2016
"8281","FDB03",17.75,"Regular",0.157470693,"Dairy",239.1538,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",4326.3684
"8282","FDO09",13.5,"Regular",0.125274674,"Snack Foods",262.191,"OUT046",1997,"Small","Tier 1","Supermarket Type1",2366.919
"8286","FDB08",6.055,"Low Fat",0,"Fruits and Vegetables",162.3578,"OUT035",2004,"Small","Tier 2","Supermarket Type1",1604.578
"8287","NCP06",20.7,"Low Fat",0.039306822,"Household",150.7366,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",3325.0052
"8294","NCT30",9.1,"Low Fat",0.080277707,"Household",47.2718,"OUT035",2004,"Small","Tier 2","Supermarket Type1",850.8924
"8295","FDX15",17.2,"Low Fat",0.156935553,"Meat",160.6578,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",1925.4936
"8298","DRL23",18.35,"Low Fat",0.015291576,"Hard Drinks",106.1938,"OUT013",1987,"High","Tier 3","Supermarket Type1",1607.907
"8299","FDA25",16.5,"Regular",0.068112874,"Canned",104.599,"OUT035",2004,"Small","Tier 2","Supermarket Type1",2889.572
"8300","FDV09",12.1,"Low Fat",0.020600553,"Snack Foods",147.5734,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",3414.8882
"8301","FDQ46",7.51,"Low Fat",0.10423592,"Snack Foods",111.7544,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",2460.7968
"8304","FDO37",8.06,"Low Fat",0.021372636,"Breakfast",231.7326,"OUT035",2004,"Small","Tier 2","Supermarket Type1",5313.7498
"8307","FDV50",14.3,"Low Fat",0.122761775,"Dairy",124.373,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",2093.941
"8309","FDP16",18.6,"Low Fat",0.039454924,"Frozen Foods",244.0802,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",3193.8426
"8310","FDW39",6.69,"Regular",0.036910398,"Meat",175.037,"OUT046",1997,"Small","Tier 1","Supermarket Type1",2117.244
"8311","FDN39",19.35,"Regular",0,"Meat",169.0816,"OUT013",1987,"High","Tier 3","Supermarket Type1",3523.4136
"8312","FDV55",17.75,"Low Fat",0.055159054,"Fruits and Vegetables",145.6444,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",2467.4548
"8313","FDZ20",16.1,"Low Fat",0.034300475,"Fruits and Vegetables",253.2356,"OUT035",2004,"Small","Tier 2","Supermarket Type1",5849.7188
"8314","FDK02",12.5,"Low Fat",0.112399145,"Canned",120.444,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",1438.128
"8315","FDK10",5.785,"Regular",0.040523265,"Snack Foods",177.866,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",4853.682
"8316","NCQ41",14.8,"Low Fat",0.019559746,"Health and Hygiene",193.7794,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",2926.191
"8320","NCX30",16.7,"Low Fat",0.026598474,"Household",245.8776,"OUT013",1987,"High","Tier 3","Supermarket Type1",4210.5192
"8322","FDQ33",13.35,"Low Fat",0.091348964,"Snack Foods",150.3708,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",4363.6532
"8323","NCE42",21.1,"Low Fat",0.010602292,"Household",235.3958,"OUT046",1997,"Small","Tier 1","Supermarket Type1",3271.7412
"8324","FDH58",12.3,"Low Fat",0,"Snack Foods",116.4834,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",1842.9344
"8326","DRK49",14.15,"Low Fat",0.03593692,"Soft Drinks",41.0138,"OUT035",2004,"Small","Tier 2","Supermarket Type1",771.6622
"8327","NCK19",9.8,"Low Fat",0.09046564,"Others",193.6478,"OUT046",1997,"Small","Tier 1","Supermarket Type1",3099.9648
"8329","FDI57",19.85,"Low Fat",0.054245722,"Seafood",196.0768,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",5518.1504
"8331","FDB16",8.21,"Low Fat",0.044888397,"Dairy",87.3198,"OUT013",1987,"High","Tier 3","Supermarket Type1",610.5386
"8332","FDB57",20.25,"Regular",0.018805105,"Fruits and Vegetables",220.6772,"OUT046",1997,"Small","Tier 1","Supermarket Type1",2223.772
"8333","DRD13",15,"Low Fat",0.049279392,"Soft Drinks",65.7168,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",575.2512
"8334","FDC41",15.6,"Low Fat",0.116815953,"Frozen Foods",75.567,"OUT013",1987,"High","Tier 3","Supermarket Type1",1684.474
"8335","FDW59",13.15,"Low Fat",0.020698674,"Breads",86.3566,"OUT013",1987,"High","Tier 3","Supermarket Type1",1099.2358
"8336","FDO49",10.6,"Regular",0.033103556,"Breakfast",48.9008,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",708.4112
"8339","NCY06",15.25,"Low Fat",0.061184804,"Household",132.0968,"OUT046",1997,"Small","Tier 1","Supermarket Type1",3914.904
"8340","FDL03",19.25,"Regular",0.027190917,"Meat",194.811,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",2160.521
"8341","NCL31",7.39,"Low Fat",0.120467994,"Others",145.147,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",5296.439
"8345","FDI24",10.3,"Low Fat",0.078728915,"Baking Goods",178.437,"OUT035",2004,"Small","Tier 2","Supermarket Type1",2822.992
"8348","FDB10",10,"Low Fat",0.067312613,"Snack Foods",234.359,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",3072.667
"8349","FDI60",7.22,"Regular",0.03832122,"Baking Goods",61.851,"OUT046",1997,"Small","Tier 1","Supermarket Type1",822.263
"8351","NCE18",10,"Low Fat",0.021421289,"Household",248.375,"OUT035",2004,"Small","Tier 2","Supermarket Type1",7240.575
"8353","NCN53",5.175,"Low Fat",0.030479118,"Health and Hygiene",33.2874,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",635.1732
"8355","FDO52",11.6,"Regular",0.077100381,"Frozen Foods",172.4106,"OUT013",1987,"High","Tier 3","Supermarket Type1",1539.9954
"8356","FDW45",18,"Low Fat",0.038978526,"Snack Foods",148.6418,"OUT013",1987,"High","Tier 3","Supermarket Type1",2795.6942
"8360","FDG40",13.65,"Low Fat",0.039824346,"Frozen Foods",32.8558,"OUT046",1997,"Small","Tier 1","Supermarket Type1",645.1602
"8361","FDA34",11.5,"Low Fat",0.014883661,"Starchy Foods",174.508,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",3635.268
"8364","DRE48",8.43,"Low Fat",0.017396308,"Soft Drinks",196.0768,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",4138.6128
"8365","FDT58",9,"Low Fat",0.086088353,"Snack Foods",168.7816,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",3355.632
"8367","FDG52",13.65,"Low Fat",0.065618434,"Frozen Foods",47.6402,"OUT035",2004,"Small","Tier 2","Supermarket Type1",459.402
"8371","FDV23",11,"Low Fat",0.105816753,"Breads",126.0046,"OUT035",2004,"Small","Tier 2","Supermarket Type1",871.5322
"8375","FDW25",5.175,"Low Fat",0.037391881,"Canned",83.2224,"OUT035",2004,"Small","Tier 2","Supermarket Type1",1789.6704
"8377","NCJ54",9.895,"Low Fat",0.060055757,"Household",234.2642,"OUT035",2004,"Small","Tier 2","Supermarket Type1",3717.8272
"8378","NCK07",10.65,"Low Fat",0.048885018,"Others",166.1526,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",1973.4312
"8380","FDV39",11.3,"Low Fat",0.007279889,"Meat",199.3426,"OUT046",1997,"Small","Tier 1","Supermarket Type1",2372.9112
"8382","FDT12",6.215,"Regular",0.049621701,"Baking Goods",226.1062,"OUT046",1997,"Small","Tier 1","Supermarket Type1",4739.8302
"8383","FDF12",8.235,"Low Fat",0.08235926,"Baking Goods",147.6076,"OUT013",1987,"High","Tier 3","Supermarket Type1",3103.9596
"8385","FDU10",10.1,"Regular",0.045653999,"Snack Foods",35.6848,"OUT013",1987,"High","Tier 3","Supermarket Type1",633.8416
"8386","NCK53",11.6,"Low Fat",0.037734334,"Health and Hygiene",98.1042,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",2678.5134
"8387","FDB51",6.92,"Low Fat",0.038454076,"Dairy",61.5852,"OUT046",1997,"Small","Tier 1","Supermarket Type1",813.6076
"8389","NCU53",5.485,"Low Fat",0.042716235,"Health and Hygiene",164.8842,"OUT013",1987,"High","Tier 3","Supermarket Type1",2155.1946
"8390","FDJ40",13.6,"Regular",0.049547993,"Frozen Foods",108.6912,"OUT013",1987,"High","Tier 3","Supermarket Type1",2402.2064
"8392","FDV15",10.3,"Low Fat",0.146172453,"Meat",103.3648,"OUT046",1997,"Small","Tier 1","Supermarket Type1",3219.8088
"8393","FDD41",6.765,"Regular",0.08739577,"Frozen Foods",105.3306,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",836.2448
"8395","FDM44",12.5,"Low Fat",0.031023835,"Fruits and Vegetables",104.099,"OUT013",1987,"High","Tier 3","Supermarket Type1",309.597
"8398","FDC59",16.7,"Regular",0.054851438,"Starchy Foods",64.4168,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",830.9184
"8404","FDY25",12,"Low Fat",0.034112833,"Canned",180.1976,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",3984.1472
"8407","FDM38",5.885,"Regular",0.092771309,"Canned",54.1982,"OUT046",1997,"Small","Tier 1","Supermarket Type1",999.3658
"8408","FDY22",16.5,"Regular",0.159690469,"Snack Foods",142.4128,"OUT035",2004,"Small","Tier 2","Supermarket Type1",575.2512
"8410","NCT05",10.895,"Low Fat",0.020934413,"Health and Hygiene",256.5672,"OUT013",1987,"High","Tier 3","Supermarket Type1",4090.6752
"8411","NCS06",7.935,"Low Fat",0,"Household",263.691,"OUT046",1997,"Small","Tier 1","Supermarket Type1",788.973
"8412","FDD47",7.6,"Regular",0.142632186,"Starchy Foods",172.3448,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",4431.5648
"8414","FDW59",13.15,"Low Fat",0.020711996,"Breads",82.7566,"OUT035",2004,"Small","Tier 2","Supermarket Type1",1691.132
"8415","DRO47",10.195,"Low Fat",0.112399145,"Hard Drinks",111.686,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",2263.72
"8417","FDY59",8.195,"Low Fat",0.031377308,"Baking Goods",93.6462,"OUT013",1987,"High","Tier 3","Supermarket Type1",925.462
"8419","DRJ25",14.6,"Low Fat",0.151180862,"Soft Drinks",47.5692,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",443.4228
"8420","FDU28",19.2,"Regular",0.09391835,"Frozen Foods",189.8214,"OUT046",1997,"Small","Tier 1","Supermarket Type1",942.107
"8421","FDL50",12.15,"Regular",0.042378864,"Canned",125.4046,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",1867.569
"8422","FDA43",10.895,"Low Fat",0.064939211,"Fruits and Vegetables",194.1794,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",2340.9528
"8424","FDJ57",7.42,"Regular",0.021661527,"Seafood",187.7582,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",2600.6148
"8425","FDC39",7.405,"Low Fat",0.159165324,"Dairy",207.1296,"OUT035",2004,"Small","Tier 2","Supermarket Type1",3739.1328
"8426","FDQ58",7.315,"Low Fat",0,"Snack Foods",153.734,"OUT035",2004,"Small","Tier 2","Supermarket Type1",2756.412
"8427","FDA22",7.435,"Low Fat",0.084436394,"Starchy Foods",168.6158,"OUT035",2004,"Small","Tier 2","Supermarket Type1",4512.1266
"8428","FDP39",12.65,"Low Fat",0.069532901,"Meat",51.8324,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",1090.5804
"8429","FDV44",8.365,"Regular",0.039836895,"Fruits and Vegetables",191.6188,"OUT035",2004,"Small","Tier 2","Supermarket Type1",2094.6068
"8430","FDE04",19.75,"Regular",0.018019662,"Frozen Foods",181.566,"OUT035",2004,"Small","Tier 2","Supermarket Type1",2876.256
"8431","NCO30",19.5,"Low Fat",0.015711807,"Household",181.8608,"OUT013",1987,"High","Tier 3","Supermarket Type1",4042.7376
"8434","FDM15",11.8,"Regular",0.057410724,"Meat",149.5366,"OUT035",2004,"Small","Tier 2","Supermarket Type1",1813.6392
"8435","DRJ13",12.65,"Low Fat",0.062878412,"Soft Drinks",160.9578,"OUT035",2004,"Small","Tier 2","Supermarket Type1",4332.3606
"8437","FDH33",12.85,"Low Fat",0.121725411,"Snack Foods",45.1428,"OUT046",1997,"Small","Tier 1","Supermarket Type1",527.3136
"8438","FDE14",13.65,"Regular",0.031439206,"Canned",100.07,"OUT035",2004,"Small","Tier 2","Supermarket Type1",2596.62
"8439","FDE26",9.3,"Low Fat",0.088931701,"Canned",143.3786,"OUT013",1987,"High","Tier 3","Supermarket Type1",3034.0506
"8440","FDN08",7.72,"Regular",0,"Fruits and Vegetables",117.7466,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",1296.3126
"8441","NCO29",11.15,"Low Fat",0.032387589,"Health and Hygiene",164.3526,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",2960.1468
"8442","FDK60",16.5,"Regular",0.094010215,"Baking Goods",95.2068,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",777.6544
"8444","FDX15",17.2,"Low Fat",0.156541861,"Meat",162.4578,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",2888.2404
"8446","NCL05",19.6,"Low Fat",0.048092778,"Health and Hygiene",44.477,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",432.77
"8449","FDV50",14.3,"Low Fat",0.123070513,"Dairy",121.173,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",2093.941
"8451","FDC28",7.905,"Low Fat",0.054986919,"Frozen Foods",108.6254,"OUT046",1997,"Small","Tier 1","Supermarket Type1",1844.9318
"8452","FDK21",7.905,"Low Fat",0.010027885,"Snack Foods",249.6408,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",3254.4304
"8458","FDY50",5.8,"Low Fat",0.130931048,"Dairy",89.9172,"OUT035",2004,"Small","Tier 2","Supermarket Type1",1516.6924
"8460","FDQ34",10.85,"Low Fat",0.162211939,"Snack Foods",107.0622,"OUT035",2004,"Small","Tier 2","Supermarket Type1",741.0354
"8461","FDN39",19.35,"Regular",0.065507999,"Meat",168.9816,"OUT035",2004,"Small","Tier 2","Supermarket Type1",2852.2872
"8462","FDB17",13.15,"Low Fat",0.036672107,"Frozen Foods",182.5976,"OUT046",1997,"Small","Tier 1","Supermarket Type1",4165.2448
